1,rand-n40-fifo-lex-trivial,rand_n40_p0_1.graphml,0,full,fifo,lex,trivial,1,40,40
2,rand-n40-fifo-lex-trivial,rand_n40_p5_1.graphml,5,full,fifo,lex,trivial,7031,25,40
3,rand-n40-fifo-lex-trivial,rand_n40_p10_1.graphml,10,full,fifo,lex,trivial,9116,20,40
4,rand-n40-fifo-lex-trivial,rand_n40_p15_1.graphml,15,full,fifo,lex,trivial,15644,16,40
5,rand-n40-fifo-lex-trivial,rand_n40_p20_1.graphml,20,full,fifo,lex,trivial,11213,12,40
6,rand-n40-fifo-lex-trivial,rand_n40_p25_1.graphml,25,full,fifo,lex,trivial,4644,11,40
7,rand-n40-fifo-lex-trivial,rand_n40_p30_1.graphml,30,full,fifo,lex,trivial,5428,10,40
8,rand-n40-fifo-lex-trivial,rand_n40_p35_1.graphml,35,full,fifo,lex,trivial,1877,10,40
9,rand-n40-fifo-lex-trivial,rand_n40_p40_1.graphml,40,full,fifo,lex,trivial,2544,8,40
10,rand-n40-fifo-lex-trivial,rand_n40_p45_1.graphml,45,full,fifo,lex,trivial,885,7,40
11,rand-n40-fifo-lex-trivial,rand_n40_p50_1.graphml,50,full,fifo,lex,trivial,1016,6,40
12,rand-n40-fifo-lex-trivial,rand_n40_p55_1.graphml,55,full,fifo,lex,trivial,1058,6,40
13,rand-n40-fifo-lex-trivial,rand_n40_p60_1.graphml,60,full,fifo,lex,trivial,400,6,40
14,rand-n40-fifo-lex-trivial,rand_n40_p65_1.graphml,65,full,fifo,lex,trivial,333,6,40
15,rand-n40-fifo-lex-trivial,rand_n40_p70_1.graphml,70,full,fifo,lex,trivial,355,5,40
16,rand-n40-fifo-lex-trivial,rand_n40_p75_1.graphml,75,full,fifo,lex,trivial,239,5,40
17,rand-n40-fifo-lex-trivial,rand_n40_p80_1.graphml,80,full,fifo,lex,trivial,207,4,40
18,rand-n40-fifo-lex-trivial,rand_n40_p85_1.graphml,85,full,fifo,lex,trivial,174,3,40
19,rand-n40-fifo-lex-trivial,rand_n40_p90_1.graphml,90,full,fifo,lex,trivial,127,3,40
20,rand-n40-fifo-lex-trivial,rand_n40_p95_1.graphml,95,full,fifo,lex,trivial,81,3,40
21,rand-n40-fifo-lex-trivial,rand_n40_p100_1.graphml,100,full,fifo,lex,trivial,79,1,40
22,rand-n40-fifo-lex-hansen,rand_n40_p0_1.graphml,0,full,fifo,lex,hansen,1,40,40
23,rand-n40-fifo-lex-hansen,rand_n40_p5_1.graphml,5,full,fifo,lex,hansen,3191,25,38
24,rand-n40-fifo-lex-hansen,rand_n40_p10_1.graphml,10,full,fifo,lex,hansen,5340,20,38
25,rand-n40-fifo-lex-hansen,rand_n40_p15_1.graphml,15,full,fifo,lex,hansen,7017,16,36
26,rand-n40-fifo-lex-hansen,rand_n40_p20_1.graphml,20,full,fifo,lex,hansen,5770,12,35
27,rand-n40-fifo-lex-hansen,rand_n40_p25_1.graphml,25,full,fifo,lex,hansen,2113,11,34
28,rand-n40-fifo-lex-hansen,rand_n40_p30_1.graphml,30,full,fifo,lex,hansen,2301,10,33
29,rand-n40-fifo-lex-hansen,rand_n40_p35_1.graphml,35,full,fifo,lex,hansen,810,10,31
30,rand-n40-fifo-lex-hansen,rand_n40_p40_1.graphml,40,full,fifo,lex,hansen,1255,8,31
31,rand-n40-fifo-lex-hansen,rand_n40_p45_1.graphml,45,full,fifo,lex,hansen,416,7,28
32,rand-n40-fifo-lex-hansen,rand_n40_p50_1.graphml,50,full,fifo,lex,hansen,445,6,27
33,rand-n40-fifo-lex-hansen,rand_n40_p55_1.graphml,55,full,fifo,lex,hansen,433,6,27
34,rand-n40-fifo-lex-hansen,rand_n40_p60_1.graphml,60,full,fifo,lex,hansen,175,6,24
35,rand-n40-fifo-lex-hansen,rand_n40_p65_1.graphml,65,full,fifo,lex,hansen,127,6,23
36,rand-n40-fifo-lex-hansen,rand_n40_p70_1.graphml,70,full,fifo,lex,hansen,131,5,22
37,rand-n40-fifo-lex-hansen,rand_n40_p75_1.graphml,75,full,fifo,lex,hansen,91,5,20
38,rand-n40-fifo-lex-hansen,rand_n40_p80_1.graphml,80,full,fifo,lex,hansen,99,4,17
39,rand-n40-fifo-lex-hansen,rand_n40_p85_1.graphml,85,full,fifo,lex,hansen,63,3,15
40,rand-n40-fifo-lex-hansen,rand_n40_p90_1.graphml,90,full,fifo,lex,hansen,51,3,12
41,rand-n40-fifo-lex-hansen,rand_n40_p95_1.graphml,95,full,fifo,lex,hansen,51,3,9
42,rand-n40-fifo-lex-hansen,rand_n40_p100_1.graphml,100,full,fifo,lex,hansen,1,1,1
43,rand-n40-fifo-maxdegree-trivial,rand_n40_p0_1.graphml,0,full,fifo,maxdegree,trivial,1,40,40
44,rand-n40-fifo-maxdegree-trivial,rand_n40_p5_1.graphml,5,full,fifo,maxdegree,trivial,971,25,40
45,rand-n40-fifo-maxdegree-trivial,rand_n40_p10_1.graphml,10,full,fifo,maxdegree,trivial,1719,20,40
46,rand-n40-fifo-maxdegree-trivial,rand_n40_p15_1.graphml,15,full,fifo,maxdegree,trivial,1993,16,40
47,rand-n40-fifo-maxdegree-trivial,rand_n40_p20_1.graphml,20,full,fifo,maxdegree,trivial,2111,12,40
48,rand-n40-fifo-maxdegree-trivial,rand_n40_p25_1.graphml,25,full,fifo,maxdegree,trivial,1377,11,40
49,rand-n40-fifo-maxdegree-trivial,rand_n40_p30_1.graphml,30,full,fifo,maxdegree,trivial,1303,10,40
50,rand-n40-fifo-maxdegree-trivial,rand_n40_p35_1.graphml,35,full,fifo,maxdegree,trivial,479,10,40
51,rand-n40-fifo-maxdegree-trivial,rand_n40_p40_1.graphml,40,full,fifo,maxdegree,trivial,987,8,40
52,rand-n40-fifo-maxdegree-trivial,rand_n40_p45_1.graphml,45,full,fifo,maxdegree,trivial,533,7,40
53,rand-n40-fifo-maxdegree-trivial,rand_n40_p50_1.graphml,50,full,fifo,maxdegree,trivial,519,6,40
54,rand-n40-fifo-maxdegree-trivial,rand_n40_p55_1.graphml,55,full,fifo,maxdegree,trivial,509,6,40
55,rand-n40-fifo-maxdegree-trivial,rand_n40_p60_1.graphml,60,full,fifo,maxdegree,trivial,341,6,40
56,rand-n40-fifo-maxdegree-trivial,rand_n40_p65_1.graphml,65,full,fifo,maxdegree,trivial,227,6,40
57,rand-n40-fifo-maxdegree-trivial,rand_n40_p70_1.graphml,70,full,fifo,maxdegree,trivial,237,5,40
58,rand-n40-fifo-maxdegree-trivial,rand_n40_p75_1.graphml,75,full,fifo,maxdegree,trivial,199,5,40
59,rand-n40-fifo-maxdegree-trivial,rand_n40_p80_1.graphml,80,full,fifo,maxdegree,trivial,163,4,40
60,rand-n40-fifo-maxdegree-trivial,rand_n40_p85_1.graphml,85,full,fifo,maxdegree,trivial,131,3,40
61,rand-n40-fifo-maxdegree-trivial,rand_n40_p90_1.graphml,90,full,fifo,maxdegree,trivial,79,3,40
62,rand-n40-fifo-maxdegree-trivial,rand_n40_p95_1.graphml,95,full,fifo,maxdegree,trivial,75,3,40
63,rand-n40-fifo-maxdegree-trivial,rand_n40_p100_1.graphml,100,full,fifo,maxdegree,trivial,79,1,40
64,rand-n40-fifo-maxdegree-hansen,rand_n40_p0_1.graphml,0,full,fifo,maxdegree,hansen,1,40,40
65,rand-n40-fifo-maxdegree-hansen,rand_n40_p5_1.graphml,5,full,fifo,maxdegree,hansen,579,25,38
66,rand-n40-fifo-maxdegree-hansen,rand_n40_p10_1.graphml,10,full,fifo,maxdegree,hansen,1131,20,38
67,rand-n40-fifo-maxdegree-hansen,rand_n40_p15_1.graphml,15,full,fifo,maxdegree,hansen,1249,16,36
68,rand-n40-fifo-maxdegree-hansen,rand_n40_p20_1.graphml,20,full,fifo,maxdegree,hansen,1331,12,35
69,rand-n40-fifo-maxdegree-hansen,rand_n40_p25_1.graphml,25,full,fifo,maxdegree,hansen,917,11,34
70,rand-n40-fifo-maxdegree-hansen,rand_n40_p30_1.graphml,30,full,fifo,maxdegree,hansen,853,10,33
71,rand-n40-fifo-maxdegree-hansen,rand_n40_p35_1.graphml,35,full,fifo,maxdegree,hansen,345,10,31
72,rand-n40-fifo-maxdegree-hansen,rand_n40_p40_1.graphml,40,full,fifo,maxdegree,hansen,577,8,31
73,rand-n40-fifo-maxdegree-hansen,rand_n40_p45_1.graphml,45,full,fifo,maxdegree,hansen,365,7,28
74,rand-n40-fifo-maxdegree-hansen,rand_n40_p50_1.graphml,50,full,fifo,maxdegree,hansen,373,6,27
75,rand-n40-fifo-maxdegree-hansen,rand_n40_p55_1.graphml,55,full,fifo,maxdegree,hansen,375,6,27
76,rand-n40-fifo-maxdegree-hansen,rand_n40_p60_1.graphml,60,full,fifo,maxdegree,hansen,241,6,24
77,rand-n40-fifo-maxdegree-hansen,rand_n40_p65_1.graphml,65,full,fifo,maxdegree,hansen,81,6,23
78,rand-n40-fifo-maxdegree-hansen,rand_n40_p70_1.graphml,70,full,fifo,maxdegree,hansen,101,5,22
79,rand-n40-fifo-maxdegree-hansen,rand_n40_p75_1.graphml,75,full,fifo,maxdegree,hansen,87,5,20
80,rand-n40-fifo-maxdegree-hansen,rand_n40_p80_1.graphml,80,full,fifo,maxdegree,hansen,71,4,17
81,rand-n40-fifo-maxdegree-hansen,rand_n40_p85_1.graphml,85,full,fifo,maxdegree,hansen,73,3,15
82,rand-n40-fifo-maxdegree-hansen,rand_n40_p90_1.graphml,90,full,fifo,maxdegree,hansen,73,3,12
83,rand-n40-fifo-maxdegree-hansen,rand_n40_p95_1.graphml,95,full,fifo,maxdegree,hansen,71,3,9
84,rand-n40-fifo-maxdegree-hansen,rand_n40_p100_1.graphml,100,full,fifo,maxdegree,hansen,1,1,1
85,rand-n40-best-lex-trivial,rand_n40_p0_1.graphml,0,full,best,lex,trivial,1,40,40
86,rand-n40-best-lex-trivial,rand_n40_p5_1.graphml,5,full,best,lex,trivial,7031,25,40
87,rand-n40-best-lex-trivial,rand_n40_p10_1.graphml,10,full,best,lex,trivial,9116,20,40
88,rand-n40-best-lex-trivial,rand_n40_p15_1.graphml,15,full,best,lex,trivial,15644,16,40
89,rand-n40-best-lex-trivial,rand_n40_p20_1.graphml,20,full,best,lex,trivial,11213,12,40
90,rand-n40-best-lex-trivial,rand_n40_p25_1.graphml,25,full,best,lex,trivial,4644,11,40
91,rand-n40-best-lex-trivial,rand_n40_p30_1.graphml,30,full,best,lex,trivial,5428,10,40
92,rand-n40-best-lex-trivial,rand_n40_p35_1.graphml,35,full,best,lex,trivial,1877,10,40
93,rand-n40-best-lex-trivial,rand_n40_p40_1.graphml,40,full,best,lex,trivial,2544,8,40
94,rand-n40-best-lex-trivial,rand_n40_p45_1.graphml,45,full,best,lex,trivial,885,7,40
95,rand-n40-best-lex-trivial,rand_n40_p50_1.graphml,50,full,best,lex,trivial,1016,6,40
96,rand-n40-best-lex-trivial,rand_n40_p55_1.graphml,55,full,best,lex,trivial,1058,6,40
97,rand-n40-best-lex-trivial,rand_n40_p60_1.graphml,60,full,best,lex,trivial,400,6,40
98,rand-n40-best-lex-trivial,rand_n40_p65_1.graphml,65,full,best,lex,trivial,333,6,40
99,rand-n40-best-lex-trivial,rand_n40_p70_1.graphml,70,full,best,lex,trivial,355,5,40
100,rand-n40-best-lex-trivial,rand_n40_p75_1.graphml,75,full,best,lex,trivial,237,5,40
101,rand-n40-best-lex-trivial,rand_n40_p80_1.graphml,80,full,best,lex,trivial,187,4,40
102,rand-n40-best-lex-trivial,rand_n40_p85_1.graphml,85,full,best,lex,trivial,174,3,40
103,rand-n40-best-lex-trivial,rand_n40_p90_1.graphml,90,full,best,lex,trivial,127,3,40
104,rand-n40-best-lex-trivial,rand_n40_p95_1.graphml,95,full,best,lex,trivial,95,3,40
105,rand-n40-best-lex-trivial,rand_n40_p100_1.graphml,100,full,best,lex,trivial,79,1,40
106,rand-n40-best-lex-hansen,rand_n40_p0_1.graphml,0,full,best,lex,hansen,1,40,40
107,rand-n40-best-lex-hansen,rand_n40_p5_1.graphml,5,full,best,lex,hansen,3191,25,38
108,rand-n40-best-lex-hansen,rand_n40_p10_1.graphml,10,full,best,lex,hansen,5340,20,38
109,rand-n40-best-lex-hansen,rand_n40_p15_1.graphml,15,full,best,lex,hansen,7017,16,36
110,rand-n40-best-lex-hansen,rand_n40_p20_1.graphml,20,full,best,lex,hansen,5770,12,35
111,rand-n40-best-lex-hansen,rand_n40_p25_1.graphml,25,full,best,lex,hansen,2113,11,34
112,rand-n40-best-lex-hansen,rand_n40_p30_1.graphml,30,full,best,lex,hansen,2301,10,33
113,rand-n40-best-lex-hansen,rand_n40_p35_1.graphml,35,full,best,lex,hansen,810,10,31
114,rand-n40-best-lex-hansen,rand_n40_p40_1.graphml,40,full,best,lex,hansen,1255,8,31
115,rand-n40-best-lex-hansen,rand_n40_p45_1.graphml,45,full,best,lex,hansen,416,7,28
116,rand-n40-best-lex-hansen,rand_n40_p50_1.graphml,50,full,best,lex,hansen,445,6,27
117,rand-n40-best-lex-hansen,rand_n40_p55_1.graphml,55,full,best,lex,hansen,433,6,27
118,rand-n40-best-lex-hansen,rand_n40_p60_1.graphml,60,full,best,lex,hansen,171,6,24
119,rand-n40-best-lex-hansen,rand_n40_p65_1.graphml,65,full,best,lex,hansen,127,6,23
120,rand-n40-best-lex-hansen,rand_n40_p70_1.graphml,70,full,best,lex,hansen,131,5,22
121,rand-n40-best-lex-hansen,rand_n40_p75_1.graphml,75,full,best,lex,hansen,89,5,20
122,rand-n40-best-lex-hansen,rand_n40_p80_1.graphml,80,full,best,lex,hansen,71,4,17
123,rand-n40-best-lex-hansen,rand_n40_p85_1.graphml,85,full,best,lex,hansen,63,3,15
124,rand-n40-best-lex-hansen,rand_n40_p90_1.graphml,90,full,best,lex,hansen,51,3,12
125,rand-n40-best-lex-hansen,rand_n40_p95_1.graphml,95,full,best,lex,hansen,51,3,9
126,rand-n40-best-lex-hansen,rand_n40_p100_1.graphml,100,full,best,lex,hansen,1,1,1
127,rand-n40-best-maxdegree-trivial,rand_n40_p0_1.graphml,0,full,best,maxdegree,trivial,1,40,40
128,rand-n40-best-maxdegree-trivial,rand_n40_p5_1.graphml,5,full,best,maxdegree,trivial,971,25,40
129,rand-n40-best-maxdegree-trivial,rand_n40_p10_1.graphml,10,full,best,maxdegree,trivial,1387,20,40
130,rand-n40-best-maxdegree-trivial,rand_n40_p15_1.graphml,15,full,best,maxdegree,trivial,1979,16,40
131,rand-n40-best-maxdegree-trivial,rand_n40_p20_1.graphml,20,full,best,maxdegree,trivial,2111,12,40
132,rand-n40-best-maxdegree-trivial,rand_n40_p25_1.graphml,25,full,best,maxdegree,trivial,1367,11,40
133,rand-n40-best-maxdegree-trivial,rand_n40_p30_1.graphml,30,full,best,maxdegree,trivial,1303,10,40
134,rand-n40-best-maxdegree-trivial,rand_n40_p35_1.graphml,35,full,best,maxdegree,trivial,479,10,40
135,rand-n40-best-maxdegree-trivial,rand_n40_p40_1.graphml,40,full,best,maxdegree,trivial,987,8,40
136,rand-n40-best-maxdegree-trivial,rand_n40_p45_1.graphml,45,full,best,maxdegree,trivial,471,7,40
137,rand-n40-best-maxdegree-trivial,rand_n40_p50_1.graphml,50,full,best,maxdegree,trivial,519,6,40
138,rand-n40-best-maxdegree-trivial,rand_n40_p55_1.graphml,55,full,best,maxdegree,trivial,509,6,40
139,rand-n40-best-maxdegree-trivial,rand_n40_p60_1.graphml,60,full,best,maxdegree,trivial,289,6,40
140,rand-n40-best-maxdegree-trivial,rand_n40_p65_1.graphml,65,full,best,maxdegree,trivial,227,6,40
141,rand-n40-best-maxdegree-trivial,rand_n40_p70_1.graphml,70,full,best,maxdegree,trivial,237,5,40
142,rand-n40-best-maxdegree-trivial,rand_n40_p75_1.graphml,75,full,best,maxdegree,trivial,175,5,40
143,rand-n40-best-maxdegree-trivial,rand_n40_p80_1.graphml,80,full,best,maxdegree,trivial,147,4,40
144,rand-n40-best-maxdegree-trivial,rand_n40_p85_1.graphml,85,full,best,maxdegree,trivial,131,3,40
145,rand-n40-best-maxdegree-trivial,rand_n40_p90_1.graphml,90,full,best,maxdegree,trivial,79,3,40
146,rand-n40-best-maxdegree-trivial,rand_n40_p95_1.graphml,95,full,best,maxdegree,trivial,87,3,40
147,rand-n40-best-maxdegree-trivial,rand_n40_p100_1.graphml,100,full,best,maxdegree,trivial,79,1,40
148,rand-n40-best-maxdegree-hansen,rand_n40_p0_1.graphml,0,full,best,maxdegree,hansen,1,40,40
149,rand-n40-best-maxdegree-hansen,rand_n40_p5_1.graphml,5,full,best,maxdegree,hansen,579,25,38
150,rand-n40-best-maxdegree-hansen,rand_n40_p10_1.graphml,10,full,best,maxdegree,hansen,871,20,38
151,rand-n40-best-maxdegree-hansen,rand_n40_p15_1.graphml,15,full,best,maxdegree,hansen,1243,16,36
152,rand-n40-best-maxdegree-hansen,rand_n40_p20_1.graphml,20,full,best,maxdegree,hansen,1331,12,35
153,rand-n40-best-maxdegree-hansen,rand_n40_p25_1.graphml,25,full,best,maxdegree,hansen,901,11,34
154,rand-n40-best-maxdegree-hansen,rand_n40_p30_1.graphml,30,full,best,maxdegree,hansen,853,10,33
155,rand-n40-best-maxdegree-hansen,rand_n40_p35_1.graphml,35,full,best,maxdegree,hansen,345,10,31
156,rand-n40-best-maxdegree-hansen,rand_n40_p40_1.graphml,40,full,best,maxdegree,hansen,577,8,31
157,rand-n40-best-maxdegree-hansen,rand_n40_p45_1.graphml,45,full,best,maxdegree,hansen,349,7,28
158,rand-n40-best-maxdegree-hansen,rand_n40_p50_1.graphml,50,full,best,maxdegree,hansen,373,6,27
159,rand-n40-best-maxdegree-hansen,rand_n40_p55_1.graphml,55,full,best,maxdegree,hansen,375,6,27
160,rand-n40-best-maxdegree-hansen,rand_n40_p60_1.graphml,60,full,best,maxdegree,hansen,141,6,24
161,rand-n40-best-maxdegree-hansen,rand_n40_p65_1.graphml,65,full,best,maxdegree,hansen,81,6,23
162,rand-n40-best-maxdegree-hansen,rand_n40_p70_1.graphml,70,full,best,maxdegree,hansen,101,5,22
163,rand-n40-best-maxdegree-hansen,rand_n40_p75_1.graphml,75,full,best,maxdegree,hansen,71,5,20
164,rand-n40-best-maxdegree-hansen,rand_n40_p80_1.graphml,80,full,best,maxdegree,hansen,71,4,17
165,rand-n40-best-maxdegree-hansen,rand_n40_p85_1.graphml,85,full,best,maxdegree,hansen,73,3,15
166,rand-n40-best-maxdegree-hansen,rand_n40_p90_1.graphml,90,full,best,maxdegree,hansen,73,3,12
167,rand-n40-best-maxdegree-hansen,rand_n40_p95_1.graphml,95,full,best,maxdegree,hansen,71,3,9
168,rand-n40-best-maxdegree-hansen,rand_n40_p100_1.graphml,100,full,best,maxdegree,hansen,1,1,1
